total,less_10000_total,less_10000_dialup,less_10000_broadband,less_10000_none,_10000_19900_total,_10000_19900_dialup,_10000_19900_broadband,_10000_19900_none,_20000_34999_total,_20000_34999_dialup,_20000_34999_broadband,_20000_34999_none,_35000_49999_total,_35000_49999_dialup,_35000_49999_broadband,_35000_49999_none,_50000_74900_total,_50000_74900_dialup,_50000_74900_broadband,_50000_74900_none,greater_75000_total,greater_75000_dialup,greater_75000_broadband,greater_75000_none,id,geographic_area_name
62861,3162,0,1904,1258,7299,0,5071,2228,9762,0,6810,2952,9019,33,7849,1137,13531,168,12334,1029,20088,0,18780,1308,37035,"Catawba County, North Carolina"
28343,1207,0,956,251,1500,0,522,978,3934,0,2280,1654,2592,81,2097,414,4948,0,3564,1384,14162,62,13113,987,37037,"Chatham County, North Carolina"
34574,3806,0,1435,2371,4053,0,1836,2217,6296,37,3012,3247,5621,0,3897,1724,5550,0,4483,1067,9248,81,8157,1010,37045,"Cleveland County, North Carolina"
40412,3240,0,1860,1380,4124,0,2909,1215,7530,0,6208,1322,5057,45,4725,287,7608,0,7302,306,12853,0,11776,1077,37049,"Craven County, North Carolina"
127911,9817,39,7367,2411,15583,0,11202,4381,20876,14,17853,3009,21742,89,19193,2460,23181,72,21142,1967,36712,0,35382,1330,37051,"Cumberland County, North Carolina"
68761,4731,0,2922,1809,8304,70,3977,4257,12078,43,9238,2797,12375,0,11167,1208,12902,46,11162,1694,18371,0,16674,1697,37057,"Davidson County, North Carolina"
127527,6776,0,5594,1182,8647,36,6227,2384,21593,30,17583,3980,17558,0,16134,1424,22398,0,19789,2609,50555,0,49302,1253,37063,"Durham County, North Carolina"
150437,12430,98,6814,5518,15759,0,8406,7353,24898,81,17155,7662,23335,120,19352,3863,25670,93,22658,2919,48345,46,46485,1814,37067,"Forsyth County, North Carolina"
26380,793,0,375,418,2343,31,1492,820,4043,0,3055,988,3853,136,3299,418,5053,6,4455,592,10295,37,9589,669,37069,"Franklin County, North Carolina"
84999,4786,0,3643,1143,9036,76,5354,3606,14578,0,10626,3952,11681,77,9302,2302,17259,0,15297,1962,27659,70,26327,1262,37071,"Gaston County, North Carolina"
209842,14955,0,8768,6187,21592,0,13535,8057,33987,177,24829,8981,30360,38,24658,5664,36905,43,32462,4400,72043,0,67523,4520,37081,"Guilford County, North Carolina"
46015,2490,0,1339,1151,5464,17,2747,2700,6342,0,4697,1645,8184,0,6439,1745,9054,0,8092,962,14481,75,13665,741,37085,"Harnett County, North Carolina"
49514,2351,0,1819,532,5226,0,3120,2106,9041,31,7088,1922,6250,0,5200,1050,9022,89,8031,902,17624,0,16618,1006,37089,"Henderson County, North Carolina"
68328,2243,0,1554,689,5492,52,3674,1766,9497,39,7608,1850,10068,0,8899,1169,14909,42,13346,1521,26119,0,24990,1129,37097,"Iredell County, North Carolina"
70001,2486,0,889,1597,4993,0,1934,3059,12207,0,8435,3772,8967,69,6388,2510,14911,0,12368,2543,26437,184,24577,1676,37101,"Johnston County, North Carolina"
34233,1571,0,1252,319,2816,0,2068,748,3140,0,1971,1169,5510,83,4789,638,7069,0,6549,520,14127,50,13832,245,37109,"Lincoln County, North Carolina"
418135,20865,0,14668,6197,26153,48,19737,6368,58230,94,46128,12008,55331,57,50279,4995,74570,98,69357,5115,182986,0,177660,5326,37119,"Mecklenburg County, North Carolina"
40756,2913,0,1475,1438,3570,32,2335,1203,5028,78,3656,1294,5392,162,4788,442,8408,0,7879,529,15445,0,14678,767,37125,"Moore County, North Carolina"
37767,1614,0,864,750,4287,0,2593,1694,6069,107,4959,1003,6284,50,4825,1409,7366,0,6140,1226,12147,0,11376,771,37127,"Nash County, North Carolina"
98151,9461,0,7139,2322,8618,0,6569,2049,13780,0,10955,2825,13948,0,12522,1426,18127,77,16474,1576,34217,83,33036,1098,37129,"New Hanover County, North Carolina"
66834,5384,0,4610,774,4505,0,2722,1783,11263,0,10275,988,11362,0,10612,750,13765,0,13172,593,20555,162,20149,244,37133,"Onslow County, North Carolina"
53959,3519,0,2736,783,3286,0,2281,1005,6634,0,5091,1543,6246,123,5763,360,8507,0,7589,918,25767,41,24193,1533,37135,"Orange County, North Carolina"
69288,7924,0,5562,2362,8844,0,6185,2659,10707,0,8264,2443,11442,0,9638,1804,11471,0,9629,1842,18900,0,18206,694,37147,"Pitt County, North Carolina"
54783,3602,0,2346,1256,6273,0,3779,2494,9493,0,7098,2395,9396,61,7365,1970,10141,90,8754,1297,15878,61,14681,1136,37151,"Randolph County, North Carolina"
46026,6423,0,2828,3595,6156,40,2629,3487,10417,38,6724,3655,6719,0,5151,1568,7942,0,5724,2218,8369,44,7557,768,37155,"Robeson County, North Carolina"
37476,3369,0,1292,2077,6368,0,2918,3450,6653,0,3845,2808,4917,0,3645,1272,6464,32,5305,1127,9705,40,8366,1299,37157,"Rockingham County, North Carolina"
53806,3153,0,2167,986,6726,67,3688,2971,9038,0,6787,2251,9813,0,8775,1038,8643,36,7390,1217,16433,0,15575,858,37159,"Rowan County, North Carolina"
26305,2708,88,1374,1246,4287,0,2141,2146,4065,0,2539,1526,3895,0,2959,936,4637,0,4131,506,6713,0,6217,496,37161,"Rutherford County, North Carolina"
29230,2578,0,811,1767,4022,80,1585,2357,4941,56,2761,2124,3354,0,2366,988,5758,73,3476,2209,8577,0,6411,2166,37171,"Surry County, North Carolina"
77696,1342,0,1142,200,3812,0,2401,1411,8632,0,6634,1998,9389,0,8925,464,12335,0,11552,783,42186,57,41459,670,37179,"Union County, North Carolina"
408473,14152,0,11176,2976,20392,0,14570,5822,40448,0,33702,6746,46732,52,41954,4726,70538,0,65273,5265,216211,0,210822,5389,37183,"Wake County, North Carolina"
49019,3470,0,1772,1698,6698,0,4237,2461,10451,0,8316,2135,8490,0,7673,817,7538,54,6645,839,12372,0,11439,933,37191,"Wayne County, North Carolina"
30123,2144,0,947,1197,4627,0,2310,2317,6235,64,4753,1418,4469,0,3534,935,6614,0,6342,272,6034,0,5679,355,37193,"Wilkes County, North Carolina"
31817,3251,0,1503,1748,5289,0,3044,2245,5498,60,4593,845,3449,41,2673,735,5557,0,5015,542,8773,0,7966,807,37195,"Wilson County, North Carolina"
40736,1473,0,975,498,2715,0,1607,1108,4841,0,3339,1502,4489,152,3337,1000,7740,46,6572,1122,19478,0,17867,1611,38015,"Burleigh County, North Dakota"
74343,3310,0,2132,1178,7293,9,4167,3117,7898,0,5598,2300,11471,0,9763,1708,12150,0,10719,1431,32221,0,30912,1309,38017,"Cass County, North Dakota"
30916,3258,0,1437,1821,2177,0,1462,715,4918,0,3766,1152,4218,0,3507,711,5705,0,4804,901,10640,0,9732,908,38035,"Grand Forks County, North Dakota"
27887,2303,0,782,1521,2502,0,1409,1093,3464,0,2595,869,3112,0,2811,301,5360,0,4925,435,11146,64,10617,465,38101,"Ward County, North Dakota"
41204,2541,0,1425,1116,4707,0,2725,1982,7022,0,5669,1353,6619,20,5885,714,8529,32,7950,547,11786,0,11328,458,39003,"Allen County, Ohio"
35445,4020,0,2746,1274,4960,149,2438,2373,4808,115,3738,955,5242,0,4692,550,6358,96,5208,1054,10057,41,9337,679,39007,"Ashtabula County, Ohio"
22533,3263,0,1962,1301,3224,0,2005,1219,4141,0,3335,806,3263,0,2932,331,2508,0,2345,163,6134,0,5774,360,39009,"Athens County, Ohio"
24742,841,0,450,391,2966,52,1449,1465,4571,0,2624,1947,3910,38,2989,883,4657,0,3853,804,7797,0,7039,758,39013,"Belmont County, Ohio"
143040,8536,35,6018,2483,11121,30,7417,3674,20246,58,15011,5177,19776,60,17004,2712,25301,82,22898,2321,58060,38,56584,1438,39017,"Butler County, Ohio"
55327,3490,0,2409,1081,5566,0,3925,1641,9067,163,6758,2146,9640,0,8495,1145,11304,0,10754,550,16260,61,15492,707,39023,"Clark County, Ohio"
77920,3695,0,2169,1526,5666,0,3771,1895,10720,0,8137,2583,8469,0,7577,892,15953,0,14968,985,33417,388,31711,1318,39025,"Clermont County, Ohio"
41884,3166,58,1807,1301,4806,0,2918,1888,8775,115,6268,2392,6790,0,5740,1050,6579,0,6208,371,11768,0,11129,639,39029,"Columbiana County, Ohio"
542122,55429,167,31417,23845,60729,133,37241,23355,84038,692,62840,20506,71288,431,58154,12703,87989,229,79904,7856,182649,420,175273,6956,39035,"Cuyahoga County, Ohio"
70501,1662,0,1359,303,1954,0,1656,298,4363,0,3784,579,6233,136,5938,159,10779,66,10197,516,45510,97,44779,634,39041,"Delaware County, Ohio"
31675,2443,0,1838,605,1969,70,951,948,6248,73,4266,1909,5254,53,4348,853,5791,33,4699,1059,9970,84,8573,1313,39043,"Erie County, Ohio"
55934,2912,64,1764,1084,3382,0,1749,1633,8661,51,6126,2484,5788,43,4456,1289,9661,97,8924,640,25530,0,24218,1312,39045,"Fairfield County, Ohio"
519468,32454,44,21222,11188,40193,198,29352,10643,72491,62,57464,14965,70734,0,62322,8412,98228,193,90736,7299,205368,141,198852,6375,39049,"Franklin County, Ohio"
35387,882,34,592,256,1495,24,772,699,3588,0,2636,952,3634,37,2996,601,6306,0,4679,1627,19482,26,17821,1635,39055,"Geauga County, Ohio"
66053,4558,0,3098,1460,5070,0,3475,1595,7067,32,5813,1222,7548,0,6531,1017,11443,0,9870,1573,30367,0,29791,576,39057,"Greene County, Ohio"
344562,27996,0,18995,9001,33387,300,22179,10908,48292,323,38982,8987,43447,266,36494,6687,60246,62,55633,4551,131194,0,126881,4313,39061,"Hamilton County, Ohio"
31606,1780,103,1293,384,2275,0,1641,634,5394,57,3970,1367,3157,0,2857,300,6520,0,6095,425,12480,0,12027,453,39063,"Hancock County, Ohio"
27292,2206,0,889,1317,4451,0,2969,1482,5843,14,4045,1784,3043,0,2474,569,5152,0,4785,367,6597,17,6181,399,39081,"Jefferson County, Ohio"
96577,3093,43,2299,751,6300,84,3984,2232,12702,0,10058,2644,14167,0,12154,2013,18798,160,16761,1877,41517,0,39702,1815,39085,"Lake County, Ohio"
62237,3000,38,1852,1110,5390,0,3510,1880,6816,0,5225,1591,8088,0,7177,911,10616,0,9944,672,28327,114,26951,1262,39089,"Licking County, Ohio"
121344,8168,76,4093,3999,11403,0,6159,5244,15586,372,10999,4215,15932,100,12806,3026,22576,184,19549,2843,47679,0,44307,3372,39093,"Lorain County, Ohio"
178289,18860,0,12151,6709,19850,92,12525,7233,31638,0,25866,5772,22674,0,19484,3190,31821,94,28661,3066,53446,195,51568,1683,39095,"Lucas County, Ohio"
97365,7490,0,4694,2796,11276,73,6914,4289,15979,100,11945,3934,15237,0,12380,2857,16536,51,15081,1404,30847,49,29629,1169,39099,"Mahoning County, Ohio"
24205,2483,0,1724,759,3311,0,2032,1279,3685,0,2718,967,4344,7,3408,929,4393,0,4108,285,5989,0,5735,254,39101,"Marion County, Ohio"
70609,2200,0,1793,407,3813,0,2787,1026,7854,77,5414,2363,7752,0,6914,838,13192,36,11800,1356,35798,0,33382,2416,39103,"Medina County, Ohio"
41148,2530,0,1695,835,3408,78,1741,1589,5018,58,3826,1134,6803,102,5886,815,7116,0,6623,493,16273,15,15862,396,39109,"Miami County, Ohio"
224225,18427,156,11372,6899,24784,0,16439,8345,35440,22,28476,6942,31697,47,28579,3071,40049,130,37403,2516,73828,152,70782,2894,39113,"Montgomery County, Ohio"
34471,2867,0,1991,876,4325,13,3049,1263,5449,0,3818,1631,4730,0,3838,892,6117,0,5492,625,10983,0,10366,617,39119,"Muskingum County, Ohio"
60801,3168,0,2126,1042,5701,0,3626,2075,8698,0,6547,2151,6779,0,5024,1755,10277,30,9343,904,26178,68,24386,1724,39133,"Portage County, Ohio"
48105,4275,30,2236,2009,4829,0,2928,1901,7390,0,5114,2276,7697,107,6186,1404,10672,96,9519,1057,13242,0,12532,710,39139,"Richland County, Ohio"
29779,3434,0,2370,1064,3187,0,1818,1369,5175,0,3304,1871,4045,0,3210,835,4998,0,4625,373,8940,0,8287,653,39141,"Ross County, Ohio"
28719,3895,0,2271,1624,4528,0,3012,1516,5422,46,4216,1160,3178,0,2927,251,4357,0,4193,164,7339,0,6605,734,39145,"Scioto County, Ohio"
152210,10493,0,5676,4817,16554,0,10911,5643,25014,0,18026,6988,20753,89,17949,2715,28905,54,26797,2054,50491,0,48708,1783,39151,"Stark County, Ohio"
226243,13512,0,8636,4876,20510,133,14228,6149,32380,95,25164,7121,29803,375,25211,4217,40523,243,36598,3682,89515,62,85950,3503,39153,"Summit County, Ohio"
83303,7717,40,5341,2336,10390,0,6150,4240,14249,0,10875,3374,11178,106,8636,2436,16602,0,14722,1880,23167,0,21776,1391,39155,"Trumbull County, Ohio"
36740,1293,0,758,535,4890,0,2504,2386,5751,0,4063,1688,6539,66,5109,1364,5953,0,5211,742,12314,71,11606,637,39157,"Tuscarawas County, Ohio"
83540,2075,0,1656,419,3913,0,3186,727,7872,0,6987,885,6490,60,5633,797,15357,8,14142,1207,47833,0,46344,1489,39165,"Warren County, Ohio"
43908,1739,38,1001,700,3406,65,1708,1633,6586,0,4456,2130,6239,67,4743,1429,10118,46,9163,909,15820,39,14532,1249,39169,"Wayne County, Ohio"
50694,2630,13,1677,940,4087,0,3081,1006,7796,0,6103,1693,4964,0,4330,634,9343,62,7990,1291,21874,93,20215,1566,39173,"Wood County, Ohio"
45344,923,0,711,212,2825,0,1737,1088,5068,55,4329,684,5684,0,5215,469,10218,0,9548,670,20626,0,19930,696,40017,"Canadian County, Oklahoma"
110775,6977,0,4666,2311,6864,197,4078,2589,14449,39,12413,1997,15954,0,12985,2969,21244,132,19279,1833,45287,46,43719,1522,40027,"Cleveland County, Oklahoma"
42489,2867,0,1974,893,4837,0,3689,1148,6062,36,4915,1111,6450,0,5977,473,9230,0,8522,708,13043,18,12470,555,40031,"Comanche County, Oklahoma"
26957,1685,0,1173,512,2914,0,1335,1579,4274,74,2665,1535,3243,0,2760,483,5248,0,4354,894,9593,0,8996,597,40037,"Creek County, Oklahoma"
26566,2418,13,1069,1336,3030,29,1557,1444,4846,17,3339,1490,4044,24,2763,1257,5153,5,4491,657,7075,14,6394,667,40101,"Muskogee County, Oklahoma"
302645,20368,0,13120,7248,27895,48,18601,9246,50275,48,39768,10459,44188,145,37617,6426,56680,209,51082,5389,103239,88,98249,4902,40109,"Oklahoma County, Oklahoma"
30734,3812,0,2246,1566,3249,29,2427,793,5200,0,4001,1199,3570,0,3252,318,5916,55,5244,617,8987,0,8319,668,40119,"Payne County, Oklahoma"
26714,2213,0,1349,864,3247,0,2188,1059,4471,22,3202,1247,3829,58,3182,589,5334,43,4785,506,7620,64,7011,545,40125,"Pottawatomie County, Oklahoma"
35254,1806,36,1170,600,2223,0,1310,913,4753,0,3532,1221,5713,51,4408,1254,6272,14,5354,904,14487,20,13695,772,40131,"Rogers County, Oklahoma"
250492,17096,0,11890,5206,22287,43,14415,7829,37309,172,29623,7514,36420,137,30995,5288,45222,83,41124,4015,92158,27,88997,3134,40143,"Tulsa County, Oklahoma"
30186,1173,0,919,254,2226,0,1397,829,3655,63,2764,828,4312,0,3980,332,5872,0,5430,442,12948,0,12394,554,40145,"Wagoner County, Oklahoma"
35520,3072,0,2835,237,3420,0,3006,414,4663,0,3973,690,3113,50,2786,277,5911,44,5549,318,15341,0,14984,357,41003,"Benton County, Oregon"
158749,5872,41,3962,1869,7263,84,5093,2086,16432,69,12035,4328,15111,0,12898,2213,28406,152,25280,2974,85665,153,81872,3640,41005,"Clackamas County, Oregon"
79950,3345,0,2084,1261,6347,0,4316,2031,9329,26,7580,1723,9860,0,8195,1665,15652,156,14512,984,35417,0,34168,1249,41017,"Deschutes County, Oregon"
45647,2068,0,1262,806,5759,138,4406,1215,8439,124,6399,1916,7825,41,5853,1931,9683,131,8888,664,11873,47,11158,668,41019,"Douglas County, Oregon"
89787,6021,123,3321,2577,7196,51,4822,2323,14727,37,11208,3482,12261,133,11657,471,17551,330,15715,1506,32031,0,30310,1721,41029,"Jackson County, Oregon"
37059,3061,109,2207,745,4247,84,2901,1262,5985,45,4246,1694,5775,0,4638,1137,7612,0,6615,997,10379,30,9290,1059,41033,"Josephine County, Oregon"
26798,2349,0,1507,842,3496,0,2582,914,4614,0,3481,1133,3954,0,3435,519,5193,0,4715,478,7192,48,6558,586,41035,"Klamath County, Oregon"
156072,10634,153,7011,3470,15605,65,12027,3513,24969,175,21193,3601,21188,18,19797,1373,31412,105,28153,3154,52264,72,50691,1501,41039,"Lane County, Oregon"
48464,1929,0,1018,911,4728,95,2626,2007,6826,0,5248,1578,8297,0,7367,930,10791,62,10039,690,15893,100,14983,810,41043,"Linn County, Oregon"
119511,6022,0,3989,2033,11563,38,7776,3749,17589,313,14304,2972,17933,22,15389,2522,22066,83,19605,2378,44338,287,41545,2506,41047,"Marion County, Oregon"
330223,19051,0,13150,5901,24859,40,17448,7371,39416,185,32423,6808,36488,52,33636,2800,52841,104,48903,3834,157568,73,152045,5450,41051,"Multnomah County, Oregon"
31218,1559,0,1356,203,3554,54,2553,947,3448,0,3112,336,4412,0,3861,551,5436,17,5087,332,12809,75,12589,145,41053,"Polk County, Oregon"
26048,1747,0,1260,487,2918,0,1753,1165,3691,49,2618,1024,3345,0,2625,720,5189,0,4541,648,9158,0,8459,699,41059,"Umatilla County, Oregon"
225955,6157,23,4933,1201,10879,84,8260,2535,22251,0,19293,2958,26454,132,23469,2853,36424,0,33800,2624,123790,307,119400,4083,41067,"Washington County, Oregon"
37235,3395,0,2434,961,2451,73,1381,997,5345,0,3561,1784,4275,0,3556,719,5927,60,5634,233,15842,52,14649,1141,41071,"Yamhill County, Oregon"
39570,1336,0,1091,245,3463,36,2035,1392,4791,328,3185,1278,4942,52,4126,764,8732,89,7657,986,16306,108,15732,466,42001,"Adams County, Pennsylvania"
543369,37717,46,26007,11664,50728,200,34178,16350,77566,263,58873,18430,64606,183,54516,9907,89603,231,83229,6143,223149,39,216015,7095,42003,"Allegheny County, Pennsylvania"
27332,1702,0,908,794,3025,38,1409,1578,4510,15,3140,1355,4435,62,3123,1250,4718,39,4143,536,8942,38,8660,244,42005,"Armstrong County, Pennsylvania"
73059,4755,0,2771,1984,7127,0,4200,2927,13520,152,9681,3687,8841,39,7415,1387,12844,43,11495,1306,25972,87,25285,600,42007,"Beaver County, Pennsylvania"
157006,7806,0,4690,3116,12035,62,7537,4436,23073,83,15432,7558,17865,116,14117,3632,30539,460,26230,3849,65688,87,61954,3647,42011,"Berks County, Pennsylvania"
51096,3311,0,1481,1830,7156,0,4394,2762,7900,0,5576,2324,7218,12,6190,1016,8605,25,7831,749,16906,15,15987,904,42013,"Blair County, Pennsylvania"
239962,6827,110,4530,2187,11651,40,7152,4459,23544,61,17736,5747,20489,36,17464,2989,39824,46,36327,3451,137627,116,133560,3951,42017,"Bucks County, Pennsylvania"
77764,3330,0,2325,1005,6430,119,3965,2346,10123,113,6796,3214,8123,50,6415,1658,14719,80,13413,1226,35039,117,34026,896,42019,"Butler County, Pennsylvania"
56483,4655,0,2638,2017,6907,0,3999,2908,10466,79,6947,3440,8065,65,6353,1647,9904,35,8807,1062,16486,44,15195,1247,42021,"Cambria County, Pennsylvania"
25177,1555,0,898,657,2201,0,1243,958,4759,11,3588,1160,3499,0,2703,796,4052,0,3437,615,9111,16,8894,201,42025,"Carbon County, Pennsylvania"
58514,6727,10,5161,1556,4702,194,3013,1495,6864,105,5638,1121,8512,62,6102,2348,9281,13,8081,1187,22428,0,21343,1085,42027,"Centre County, Pennsylvania"
192746,5899,0,4456,1443,8730,118,5392,3220,14713,172,11826,2715,14614,50,10795,3769,29342,117,26434,2791,119448,78,115423,3947,42029,"Chester County, Pennsylvania"
31992,2599,0,1569,1030,4117,15,2075,2027,5499,48,4292,1159,5179,67,3848,1264,5733,130,4972,631,8865,0,8418,447,42033,"Clearfield County, Pennsylvania"
26655,2149,0,1269,880,2669,85,1267,1317,4980,14,2957,2009,3289,0,2831,458,5327,55,4790,482,8241,38,7919,284,42037,"Columbia County, Pennsylvania"
34386,1835,0,1267,568,3586,47,2188,1351,6597,134,4813,1650,4568,66,3796,706,7419,97,6438,884,10381,0,9934,447,42039,"Crawford County, Pennsylvania"
102243,3624,0,2096,1528,5668,0,3613,2055,13092,98,9864,3130,12938,166,10189,2583,19025,160,17533,1332,47896,72,45460,2364,42041,"Cumberland County, Pennsylvania"
112559,6902,0,4794,2108,8233,233,4916,3084,15319,98,11149,4072,18331,38,14124,4169,20936,96,17955,2885,42838,7,40191,2640,42043,"Dauphin County, Pennsylvania"
207499,9758,0,6796,2962,13866,0,9525,4341,24763,0,18034,6729,23798,184,19879,3735,35832,16,32348,3468,99482,120,96452,2910,42045,"Delaware County, Pennsylvania"
109797,8063,54,6275,1734,11910,159,7668,4083,21243,410,15523,5310,15232,254,12782,2196,19656,93,17962,1601,33693,64,32418,1211,42049,"Erie County, Pennsylvania"
56085,4420,0,2657,1763,6511,24,3007,3480,9024,129,5797,3098,6724,0,5350,1374,10545,30,9219,1296,18861,84,17532,1245,42051,"Fayette County, Pennsylvania"
59834,2890,0,709,2181,6146,133,3347,2666,6064,0,4424,1640,9394,246,7881,1267,13395,45,11910,1440,21945,191,20183,1571,42055,"Franklin County, Pennsylvania"
33098,2572,0,1576,996,3990,12,2154,1824,4970,49,3948,973,5123,37,3476,1610,6279,90,5211,978,10164,15,9604,545,42063,"Indiana County, Pennsylvania"
88268,5276,48,3296,1932,11282,105,7042,4135,12341,121,8648,3572,12456,154,10483,1819,19049,259,17044,1746,27864,91,26942,831,42069,"Lackawanna County, Pennsylvania"
202490,8128,19,3880,4229,14370,0,8975,5395,25892,254,18050,7588,26796,192,19226,7378,39132,239,33640,5253,88172,279,80087,7806,42071,"Lancaster County, Pennsylvania"
37497,3009,60,2002,947,4820,12,3069,1739,6331,30,4867,1434,5194,42,4342,810,6965,0,6508,457,11178,0,10379,799,42073,"Lawrence County, Pennsylvania"
54522,2520,0,2129,391,4566,109,2922,1535,7282,0,5183,2099,7047,37,6074,936,11921,79,10754,1088,21186,82,20307,797,42075,"Lebanon County, Pennsylvania"
138586,6988,52,4957,1979,11164,34,6846,4284,20994,73,14882,6039,19473,59,16096,3318,22225,128,20610,1487,57742,92,54749,2901,42077,"Lehigh County, Pennsylvania"
128301,9638,6,6673,2959,14494,244,7086,7164,19261,86,12944,6231,16412,229,13669,2514,24319,285,21711,2323,44177,272,42085,1820,42079,"Luzerne County, Pennsylvania"
44585,3225,23,1718,1484,4689,36,1950,2703,5471,159,4079,1233,6182,85,5207,890,9713,49,8925,739,15305,50,14385,870,42081,"Lycoming County, Pennsylvania"
46809,3248,43,2350,855,6270,0,4011,2259,7825,117,5318,2390,6489,43,5518,928,9084,55,8337,692,13893,130,12291,1472,42085,"Mercer County, Pennsylvania"
55109,2953,0,2203,750,4941,0,3536,1405,6440,78,4600,1762,7408,112,6324,972,10007,41,9001,965,23360,123,22177,1060,42089,"Monroe County, Pennsylvania"
313336,10567,46,6483,4038,15885,0,10858,5027,27702,84,21253,6365,27784,59,24472,3253,49190,136,46086,2968,182208,78,177852,4278,42091,"Montgomery County, Pennsylvania"
114996,4085,0,2754,1331,8939,34,4652,4253,14244,127,9506,4611,13429,0,11443,1986,22164,42,18477,3645,52135,0,50134,2001,42095,"Northampton County, Pennsylvania"
38816,3148,0,1517,1631,4885,45,2594,2246,7612,37,5044,2531,4495,18,3589,888,6564,88,5941,535,12112,27,11376,709,42097,"Northumberland County, Pennsylvania"
608233,79444,47,47971,31426,75651,400,46474,28777,94757,511,68308,25938,70987,48,58340,12599,100788,194,87688,12906,186606,64,176504,10038,42101,"Philadelphia County, Pennsylvania"
58458,4224,32,2141,2051,7938,0,4758,3180,9850,125,5764,3961,7929,11,6644,1274,10851,22,9231,1598,17666,0,16703,963,42107,"Schuylkill County, Pennsylvania"
28796,1463,0,465,998,3128,28,1443,1657,5313,26,3154,2133,3981,31,3143,807,5902,72,5132,698,9009,0,8208,801,42111,"Somerset County, Pennsylvania"
85835,4680,15,2511,2154,6865,92,3655,3118,11823,195,8152,3476,10832,73,8960,1799,15656,27,14704,925,35979,186,34565,1228,42125,"Washington County, Pennsylvania"
150368,7807,158,4738,2911,13235,0,7264,5971,22733,135,16418,6180,20314,124,16192,3998,27403,131,24904,2368,58876,127,56366,2383,42129,"Westmoreland County, Pennsylvania"
173958,8038,56,5521,2461,13753,68,7806,5879,21814,95,15029,6690,21800,153,16959,4688,34417,211,29309,4897,74136,369,70961,2806,42133,"York County, Pennsylvania"
69115,3924,0,2901,1023,5078,70,2548,2460,6688,0,5001,1687,8946,0,7351,1595,13566,0,11926,1640,30913,0,29747,1166,44003,"Kent County, Rhode Island"
34316,1264,0,887,377,3020,0,1845,1175,3475,0,2664,811,3561,95,3002,464,4832,0,4255,577,18164,98,17726,340,44005,"Newport County, Rhode Island"
237038,20482,0,12348,8134,26765,53,15562,11150,32274,0,24737,7537,26073,52,20665,5356,40951,51,35427,5473,90493,133,87160,3200,44007,"Providence County, Rhode Island"
47680,1275,0,1040,235,2339,65,1457,817,4350,0,3766,584,3816,0,3517,299,8140,0,7566,574,27760,0,27301,459,44009,"Washington County, Rhode Island"
68609,4988,80,3262,1646,7688,64,4455,3169,9681,0,7417,2264,10164,64,8172,1928,13188,0,11382,1806,22900,70,22004,826,45003,"Aiken County, South Carolina"
78500,5585,0,2963,2622,10388,0,6847,3541,12286,6,8582,3698,9525,0,7816,1709,14761,78,12450,2233,25955,0,25073,882,45007,"Anderson County, South Carolina"
74679,3676,0,3011,665,4603,0,2983,1620,9806,0,8374,1432,10633,0,8821,1812,14005,39,12991,975,31956,0,31140,816,45013,"Beaufort County, South Carolina"
78168,4681,0,2919,1762,5140,0,3295,1845,10974,79,8270,2625,9664,0,7155,2509,15869,0,14170,1699,31840,0,29616,2224,45015,"Berkeley County, South Carolina"
160457,9265,77,6158,3030,13327,83,7970,5274,21498,71,15594,5833,18774,0,14231,4543,28025,0,24985,3040,69568,88,64918,4562,45019,"Charleston County, South Carolina"
25308,3553,0,1062,2491,4137,50,1692,2395,5448,0,3600,1848,2929,0,1700,1229,3855,0,3329,526,5386,42,4558,786,45031,"Darlington County, South Carolina"
55799,3198,63,2446,689,4862,7,3399,1456,6789,0,5322,1467,5545,0,4755,790,9857,0,8758,1099,25548,0,23997,1551,45035,"Dorchester County, South Carolina"
50518,5471,0,2867,2604,5125,77,2428,2620,7713,0,5350,2363,7467,0,4886,2581,10082,0,7685,2397,14660,0,13765,895,45041,"Florence County, South Carolina"
192556,11883,68,7382,4433,14713,0,9287,5426,28905,194,22606,6105,23028,42,20068,2918,37789,48,34396,3345,76238,48,72781,3409,45045,"Greenville County, South Carolina"
27962,2948,0,1771,1177,2737,0,1710,1027,5647,0,3653,1994,4623,0,3819,804,5240,124,4724,392,6767,0,6114,653,45047,"Greenwood County, South Carolina"
131180,6975,0,4522,2453,13878,98,8793,4987,24742,495,19249,4998,21420,49,18564,2807,27786,73,25103,2610,36379,48,34442,1889,45051,"Horry County, South Carolina"
24756,1697,0,1363,334,2346,0,1673,673,4763,0,3825,938,3125,0,2613,512,6102,0,5315,787,6723,0,6490,233,45055,"Kershaw County, South Carolina"
35710,1248,44,1087,117,5187,0,3356,1831,5200,105,3562,1533,4113,74,3396,643,6070,37,5519,514,13892,0,13215,677,45057,"Lancaster County, South Carolina"
25423,2996,0,973,2023,2554,0,982,1572,4519,37,3473,1009,4806,0,3899,907,4230,0,3827,403,6318,0,5860,458,45059,"Laurens County, South Carolina"
115566,6701,0,4080,2621,8456,0,5421,3035,17278,0,13447,3831,16028,24,13759,2245,21729,0,20379,1350,45374,0,43754,1620,45063,"Lexington County, South Carolina"
31612,2777,0,1948,829,4242,0,1672,2570,5872,48,3369,2455,3666,0,3049,617,5735,0,4872,863,9320,0,8501,819,45073,"Oconee County, South Carolina"
